기준일,종목명,종목코드,시장,종가,직전20일고가,20일돌파,거래량비율20일
2026-03-31,한화생명,088350,KS,4430.0,5250.0,0,0.34
2026-04-01,한화생명,088350,KS,4760.0,5250.0,0,0.46
2026-04-02,한화생명,088350,KS,4420.0,5250.0,0,0.59
2026-04-03,한화생명,088350,KS,4470.0,5250.0,0,0.35
2026-04-06,한화생명,088350,KS,4510.0,5250.0,0,0.28
2026-04-07,한화생명,088350,KS,4400.0,5250.0,0,0.36
2026-04-08,한화생명,088350,KS,4820.0,5250.0,0,0.91
2026-04-09,한화생명,088350,KS,4850.0,5250.0,0,0.71
2026-04-10,한화생명,088350,KS,4775.0,5250.0,0,0.71
2026-04-13,한화생명,088350,KS,4650.0,5250.0,0,0.38
2026-04-14,한화생명,088350,KS,4805.0,5250.0,0,0.64
2026-04-15,한화생명,088350,KS,4885.0,5250.0,0,1.03
2026-04-16,한화생명,088350,KS,4980.0,5230.0,0,1.19
2026-04-17,한화생명,088350,KS,4900.0,5230.0,0,0.56
2026-04-20,한화생명,088350,KS,4840.0,4980.0,0,0.57
2026-04-21,한화생명,088350,KS,4870.0,4980.0,0,0.76
2026-04-22,한화생명,088350,KS,4840.0,4980.0,0,1.0
2026-04-23,한화생명,088350,KS,4850.0,4980.0,0,1.16
2026-04-24,한화생명,088350,KS,4965.0,4980.0,0,1.21
2026-04-27,한화생명,088350,KS,4915.0,4980.0,0,1.22
2026-04-28,한화생명,088350,KS,4975.0,4980.0,0,0.94
2026-04-29,한화생명,088350,KS,5080.0,4980.0,1,1.74
2026-04-30,한화생명,088350,KS,4885.0,5080.0,0,1.06
2026-05-04,한화생명,088350,KS,5040.0,5080.0,0,1.21
2026-05-06,한화생명,088350,KS,5250.0,5080.0,1,2.93
2026-03-24,삼지전자,037460,KQ,23100.0,24600.0,0,0.64
2026-03-25,삼지전자,037460,KQ,27050.0,24600.0,1,5.33
2026-03-26,삼지전자,037460,KQ,26000.0,27050.0,0,2.4
2026-03-27,삼지전자,037460,KQ,25600.0,27050.0,0,0.87
2026-03-30,삼지전자,037460,KQ,24200.0,27050.0,0,0.62
2026-03-31,삼지전자,037460,KQ,24000.0,27050.0,0,0.59
2026-04-01,삼지전자,037460,KQ,26600.0,27050.0,0,2.38
2026-04-02,삼지전자,037460,KQ,27600.0,27050.0,1,3.17
2026-04-03,삼지전자,037460,KQ,28600.0,27600.0,1,1.92
2026-04-06,삼지전자,037460,KQ,27000.0,28600.0,0,0.76
2026-04-07,삼지전자,037460,KQ,26750.0,28600.0,0,0.54
2026-04-08,삼지전자,037460,KQ,29200.0,28600.0,1,1.08
2026-04-09,삼지전자,037460,KQ,27850.0,29200.0,0,0.48
2026-04-10,삼지전자,037460,KQ,29100.0,29200.0,0,0.92
2026-04-13,삼지전자,037460,KQ,28700.0,29200.0,0,0.59
2026-04-14,삼지전자,037460,KQ,29000.0,29200.0,0,0.54
2026-04-15,삼지전자,037460,KQ,30000.0,29200.0,1,0.81
2026-04-16,삼지전자,037460,KQ,29950.0,30000.0,0,0.73
2026-04-17,삼지전자,037460,KQ,31450.0,30000.0,1,0.66
2026-04-20,삼지전자,037460,KQ,34000.0,31450.0,1,0.94
2026-04-21,삼지전자,037460,KQ,33050.0,34000.0,0,0.96
2026-04-22,삼지전자,037460,KQ,33750.0,34000.0,0,0.54
2026-04-23,삼지전자,037460,KQ,35050.0,34000.0,1,0.81
2026-04-24,삼지전자,037460,KQ,34050.0,35050.0,0,0.62
2026-04-27,삼지전자,037460,KQ,33950.0,35050.0,0,0.57
2026-04-28,삼지전자,037460,KQ,33700.0,35050.0,0,0.5
2026-04-29,삼지전자,037460,KQ,32850.0,35050.0,0,0.55
2026-04-30,삼지전자,037460,KQ,32700.0,35050.0,0,0.54
2026-05-04,삼지전자,037460,KQ,34250.0,35050.0,0,0.64
2026-05-06,삼지전자,037460,KQ,37750.0,35050.0,1,1.98
2026-03-24,KG스틸,016380,KS,5840.0,6130.0,0,1.34
2026-03-25,KG스틸,016380,KS,5840.0,6130.0,0,0.9
2026-03-26,KG스틸,016380,KS,5740.0,6130.0,0,1.23
2026-03-27,KG스틸,016380,KS,5680.0,6050.0,0,1.31
2026-03-30,KG스틸,016380,KS,5370.0,6050.0,0,1.41
2026-03-31,KG스틸,016380,KS,5200.0,5920.0,0,1.04
2026-04-01,KG스틸,016380,KS,5450.0,5920.0,0,0.91
2026-04-02,KG스틸,016380,KS,5160.0,5920.0,0,1.29
2026-04-03,KG스틸,016380,KS,5220.0,5920.0,0,0.81
2026-04-06,KG스틸,016380,KS,5170.0,5920.0,0,0.54
2026-04-07,KG스틸,016380,KS,5160.0,5920.0,0,0.51
2026-04-08,KG스틸,016380,KS,5420.0,5920.0,0,0.73
2026-04-09,KG스틸,016380,KS,5500.0,5920.0,0,1.49
2026-04-10,KG스틸,016380,KS,5660.0,5920.0,0,1.26
2026-04-13,KG스틸,016380,KS,5640.0,5920.0,0,0.62
2026-04-14,KG스틸,016380,KS,5680.0,5920.0,0,0.73
2026-04-15,KG스틸,016380,KS,5690.0,5920.0,0,0.76
2026-04-16,KG스틸,016380,KS,5780.0,5920.0,0,1.0
2026-04-17,KG스틸,016380,KS,5900.0,5920.0,0,1.58
2026-04-20,KG스틸,016380,KS,5770.0,5900.0,0,0.95
2026-04-21,KG스틸,016380,KS,5800.0,5900.0,0,1.72
2026-04-22,KG스틸,016380,KS,6050.0,5900.0,1,3.77
2026-04-23,KG스틸,016380,KS,6030.0,6050.0,0,1.47
2026-04-24,KG스틸,016380,KS,6160.0,6050.0,1,1.52
2026-04-27,KG스틸,016380,KS,6510.0,6160.0,1,2.69
2026-04-28,KG스틸,016380,KS,6730.0,6510.0,1,3.65
2026-04-29,KG스틸,016380,KS,6760.0,6730.0,1,2.51
2026-04-30,KG스틸,016380,KS,7030.0,6760.0,1,3.02
2026-05-04,KG스틸,016380,KS,6990.0,7030.0,0,2.09
2026-05-06,KG스틸,016380,KS,7100.0,7030.0,1,1.52
2026-03-24,다우기술,023590,KS,47650.0,61500.0,0,0.34
2026-03-25,다우기술,023590,KS,49150.0,58000.0,0,0.47
2026-03-26,다우기술,023590,KS,47650.0,57100.0,0,0.43
2026-03-27,다우기술,023590,KS,48300.0,57100.0,0,0.59
2026-03-30,다우기술,023590,KS,44850.0,54300.0,0,0.9
2026-03-31,다우기술,023590,KS,43150.0,51300.0,0,0.6
2026-04-01,다우기술,023590,KS,46250.0,50900.0,0,0.83
2026-04-02,다우기술,023590,KS,44700.0,50900.0,0,1.32
2026-04-03,다우기술,023590,KS,44450.0,50900.0,0,0.44
2026-04-06,다우기술,023590,KS,44000.0,50900.0,0,0.53
2026-04-07,다우기술,023590,KS,44050.0,50900.0,0,0.51
2026-04-08,다우기술,023590,KS,46900.0,50900.0,0,1.13
2026-04-09,다우기술,023590,KS,46750.0,50900.0,0,0.41
2026-04-10,다우기술,023590,KS,47200.0,50900.0,0,0.91
2026-04-13,다우기술,023590,KS,47200.0,50900.0,0,0.62
2026-04-14,다우기술,023590,KS,49300.0,50900.0,0,1.5
2026-04-15,다우기술,023590,KS,49900.0,50900.0,0,0.97
2026-04-16,다우기술,023590,KS,50100.0,50900.0,0,0.92
2026-04-17,다우기술,023590,KS,49600.0,50900.0,0,0.51
2026-04-20,다우기술,023590,KS,48850.0,50100.0,0,0.78
2026-04-21,다우기술,023590,KS,49150.0,50100.0,0,1.43
2026-04-22,다우기술,023590,KS,48650.0,50100.0,0,1.76
2026-04-23,다우기술,023590,KS,48250.0,50100.0,0,1.61
2026-04-24,다우기술,023590,KS,48150.0,50100.0,0,0.94
2026-04-27,다우기술,023590,KS,47950.0,50100.0,0,1.66
2026-04-28,다우기술,023590,KS,47900.0,50100.0,0,0.7
2026-04-29,다우기술,023590,KS,47300.0,50100.0,0,1.22
2026-04-30,다우기술,023590,KS,46400.0,50100.0,0,1.72
2026-05-04,다우기술,023590,KS,47700.0,50100.0,0,2.0
2026-05-06,다우기술,023590,KS,50100.0,50100.0,1,3.17
2026-03-24,한화손해보험,000370,KS,6750.0,8520.0,0,0.26
2026-03-25,한화손해보험,000370,KS,7100.0,8050.0,0,0.59
2026-03-26,한화손해보험,000370,KS,6820.0,7980.0,0,0.65
2026-03-27,한화손해보험,000370,KS,6770.0,7970.0,0,0.57
2026-03-30,한화손해보험,000370,KS,6690.0,7610.0,0,0.57
2026-03-31,한화손해보험,000370,KS,6370.0,7250.0,0,0.79
2026-04-01,한화손해보험,000370,KS,6660.0,7250.0,0,0.8
2026-04-02,한화손해보험,000370,KS,6300.0,7250.0,0,1.22
2026-04-03,한화손해보험,000370,KS,6340.0,7250.0,0,0.96
2026-04-06,한화손해보험,000370,KS,6300.0,7160.0,0,0.4
2026-04-07,한화손해보험,000370,KS,6260.0,7160.0,0,0.42
2026-04-08,한화손해보험,000370,KS,6570.0,7160.0,0,1.09
2026-04-09,한화손해보험,000370,KS,6370.0,7160.0,0,0.7
2026-04-10,한화손해보험,000370,KS,6590.0,7160.0,0,0.86
2026-04-13,한화손해보험,000370,KS,6500.0,7160.0,0,0.47
2026-04-14,한화손해보험,000370,KS,6610.0,7160.0,0,0.69
2026-04-15,한화손해보험,000370,KS,6670.0,7160.0,0,0.89
2026-04-16,한화손해보험,000370,KS,6870.0,7150.0,0,1.27
2026-04-17,한화손해보험,000370,KS,6730.0,7150.0,0,0.75
2026-04-20,한화손해보험,000370,KS,6670.0,7100.0,0,0.62
2026-04-21,한화손해보험,000370,KS,6660.0,7100.0,0,0.98
2026-04-22,한화손해보험,000370,KS,6610.0,7100.0,0,1.05
2026-04-23,한화손해보험,000370,KS,6600.0,6870.0,0,1.15
2026-04-24,한화손해보험,000370,KS,6710.0,6870.0,0,0.86
2026-04-27,한화손해보험,000370,KS,6670.0,6870.0,0,1.75
2026-04-28,한화손해보험,000370,KS,6760.0,6870.0,0,1.21
2026-04-29,한화손해보험,000370,KS,6800.0,6870.0,0,1.22
2026-04-30,한화손해보험,000370,KS,6620.0,6870.0,0,0.9
2026-05-04,한화손해보험,000370,KS,6850.0,6870.0,0,1.58
2026-05-06,한화손해보험,000370,KS,7090.0,6870.0,1,2.91
2026-03-24,한화3우B,00088K,KS,44850.0,56100.0,0,0.44
2026-03-25,한화3우B,00088K,KS,46800.0,56100.0,0,0.56
2026-03-26,한화3우B,00088K,KS,45050.0,56100.0,0,0.54
2026-03-27,한화3우B,00088K,KS,45600.0,56100.0,0,0.91
2026-03-30,한화3우B,00088K,KS,44150.0,56100.0,0,0.81
2026-03-31,한화3우B,00088K,KS,42300.0,55300.0,0,0.57
2026-04-01,한화3우B,00088K,KS,44950.0,51600.0,0,0.59
2026-04-02,한화3우B,00088K,KS,44400.0,51600.0,0,0.79
2026-04-03,한화3우B,00088K,KS,45000.0,51600.0,0,0.37
2026-04-06,한화3우B,00088K,KS,45350.0,49850.0,0,0.39
2026-04-07,한화3우B,00088K,KS,45000.0,49850.0,0,0.85
2026-04-08,한화3우B,00088K,KS,46950.0,49850.0,0,1.14
2026-04-09,한화3우B,00088K,KS,46200.0,49850.0,0,0.54
2026-04-10,한화3우B,00088K,KS,48700.0,49800.0,0,1.85
2026-04-13,한화3우B,00088K,KS,47750.0,49800.0,0,0.42
2026-04-14,한화3우B,00088K,KS,48000.0,49800.0,0,1.37
2026-04-15,한화3우B,00088K,KS,48400.0,49800.0,0,1.06
2026-04-16,한화3우B,00088K,KS,50300.0,48700.0,1,1.42
2026-04-17,한화3우B,00088K,KS,50800.0,50300.0,1,1.23
2026-04-20,한화3우B,00088K,KS,49500.0,50800.0,0,0.89
2026-04-21,한화3우B,00088K,KS,50100.0,50800.0,0,0.76
2026-04-22,한화3우B,00088K,KS,49400.0,50800.0,0,0.65
2026-04-23,한화3우B,00088K,KS,50000.0,50800.0,0,0.98
2026-04-24,한화3우B,00088K,KS,50200.0,50800.0,0,0.92
2026-04-27,한화3우B,00088K,KS,50100.0,50800.0,0,0.99
2026-04-28,한화3우B,00088K,KS,48800.0,50800.0,0,1.09
2026-04-29,한화3우B,00088K,KS,49700.0,50800.0,0,1.05
2026-04-30,한화3우B,00088K,KS,49500.0,50800.0,0,1.19
2026-05-04,한화3우B,00088K,KS,50500.0,50800.0,0,1.16
2026-05-06,한화3우B,00088K,KS,50900.0,50800.0,1,1.36
2026-03-24,미래에셋증권2우B,00680K,KS,19600.0,22882.49,0,0.4
2026-03-25,미래에셋증권2우B,00680K,KS,21050.0,22882.49,0,0.45
2026-03-26,미래에셋증권2우B,00680K,KS,20150.0,22882.49,0,0.48
2026-03-27,미래에셋증권2우B,00680K,KS,20500.0,22882.49,0,0.49
2026-03-30,미래에셋증권2우B,00680K,KS,19340.0,22882.49,0,0.43
2026-03-31,미래에셋증권2우B,00680K,KS,18860.0,22237.21,0,0.45
2026-04-01,미래에셋증권2우B,00680K,KS,20450.0,22237.21,0,0.5
2026-04-02,미래에셋증권2우B,00680K,KS,19030.0,22237.21,0,0.64
2026-04-03,미래에셋증권2우B,00680K,KS,19570.0,22237.21,0,0.37
2026-04-06,미래에셋증권2우B,00680K,KS,19350.0,22237.21,0,0.47
2026-04-07,미래에셋증권2우B,00680K,KS,18770.0,22237.21,0,0.62
2026-04-08,미래에셋증권2우B,00680K,KS,20400.0,22237.21,0,0.95
2026-04-09,미래에셋증권2우B,00680K,KS,19920.0,22038.66,0,0.66
2026-04-10,미래에셋증권2우B,00680K,KS,20000.0,21900.0,0,1.06
2026-04-13,미래에셋증권2우B,00680K,KS,19700.0,21900.0,0,0.62
2026-04-14,미래에셋증권2우B,00680K,KS,21000.0,21600.0,0,2.1
2026-04-15,미래에셋증권2우B,00680K,KS,20750.0,21600.0,0,0.95
2026-04-16,미래에셋증권2우B,00680K,KS,21050.0,21600.0,0,0.55
2026-04-17,미래에셋증권2우B,00680K,KS,20900.0,21600.0,0,0.78
2026-04-20,미래에셋증권2우B,00680K,KS,20600.0,21050.0,0,0.41
2026-04-21,미래에셋증권2우B,00680K,KS,20600.0,21050.0,0,0.86
2026-04-22,미래에셋증권2우B,00680K,KS,20850.0,21050.0,0,0.69
2026-04-23,미래에셋증권2우B,00680K,KS,20500.0,21050.0,0,1.09
2026-04-24,미래에셋증권2우B,00680K,KS,20000.0,21050.0,0,1.09
2026-04-27,미래에셋증권2우B,00680K,KS,20300.0,21050.0,0,1.22
2026-04-28,미래에셋증권2우B,00680K,KS,20400.0,21050.0,0,1.03
2026-04-29,미래에셋증권2우B,00680K,KS,20300.0,21050.0,0,1.2
2026-04-30,미래에셋증권2우B,00680K,KS,19510.0,21050.0,0,2.32
2026-05-04,미래에셋증권2우B,00680K,KS,20550.0,21050.0,0,2.23
2026-05-06,미래에셋증권2우B,00680K,KS,23800.0,21050.0,1,4.59
2026-03-24,DB증권,016610,KS,13330.0,16250.0,0,0.51
2026-03-25,DB증권,016610,KS,13820.0,16190.0,0,0.6
2026-03-26,DB증권,016610,KS,13540.0,16190.0,0,0.51
2026-03-27,DB증권,016610,KS,13550.0,16190.0,0,0.62
2026-03-30,DB증권,016610,KS,12540.0,15630.0,0,0.72
2026-03-31,DB증권,016610,KS,11950.0,14520.0,0,0.44
2026-04-01,DB증권,016610,KS,13000.0,14260.0,0,0.79
2026-04-02,DB증권,016610,KS,11980.0,14260.0,0,1.35
2026-04-03,DB증권,016610,KS,12120.0,14260.0,0,0.62
2026-04-06,DB증권,016610,KS,12140.0,14260.0,0,0.84
2026-04-07,DB증권,016610,KS,12150.0,14260.0,0,0.35
2026-04-08,DB증권,016610,KS,13160.0,14260.0,0,1.47
2026-04-09,DB증권,016610,KS,12770.0,14260.0,0,0.87
2026-04-10,DB증권,016610,KS,13210.0,14090.0,0,0.74
2026-04-13,DB증권,016610,KS,12840.0,14090.0,0,0.82
2026-04-14,DB증권,016610,KS,13620.0,14090.0,0,1.23
2026-04-15,DB증권,016610,KS,13620.0,14090.0,0,0.91
2026-04-16,DB증권,016610,KS,13820.0,14090.0,0,0.66
2026-04-17,DB증권,016610,KS,13730.0,14090.0,0,0.57
2026-04-20,DB증권,016610,KS,13870.0,13820.0,1,0.55
2026-04-21,DB증권,016610,KS,13940.0,13870.0,1,0.53
2026-04-22,DB증권,016610,KS,13780.0,13940.0,0,0.64
2026-04-23,DB증권,016610,KS,13990.0,13940.0,1,1.23
2026-04-24,DB증권,016610,KS,13940.0,13990.0,0,1.13
2026-04-27,DB증권,016610,KS,14200.0,13990.0,1,1.77
2026-04-28,DB증권,016610,KS,14190.0,14200.0,0,1.32
2026-04-29,DB증권,016610,KS,14080.0,14200.0,0,0.87
2026-04-30,DB증권,016610,KS,13660.0,14200.0,0,1.08
2026-05-04,DB증권,016610,KS,14510.0,14200.0,1,3.19
2026-05-06,DB증권,016610,KS,15610.0,14510.0,1,3.27
2026-03-24,일진홀딩스,015860,KS,7180.0,9340.0,0,0.6
2026-03-25,일진홀딩스,015860,KS,7360.0,9280.0,0,0.27
2026-03-26,일진홀딩스,015860,KS,7220.0,9280.0,0,0.63
2026-03-27,일진홀딩스,015860,KS,7080.0,9240.0,0,0.68
2026-03-30,일진홀딩스,015860,KS,6750.0,9140.0,0,0.44
2026-03-31,일진홀딩스,015860,KS,6530.0,8820.0,0,0.81
2026-04-01,일진홀딩스,015860,KS,7020.0,8310.0,0,0.99
2026-04-02,일진홀딩스,015860,KS,6700.0,8310.0,0,0.84
2026-04-03,일진홀딩스,015860,KS,6750.0,8000.0,0,0.42
2026-04-06,일진홀딩스,015860,KS,7030.0,7730.0,0,1.12
2026-04-07,일진홀딩스,015860,KS,6970.0,7730.0,0,0.86
2026-04-08,일진홀딩스,015860,KS,7310.0,7700.0,0,0.7
2026-04-09,일진홀딩스,015860,KS,7100.0,7690.0,0,0.7
2026-04-10,일진홀딩스,015860,KS,7400.0,7660.0,0,0.76
2026-04-13,일진홀딩스,015860,KS,7490.0,7660.0,0,0.56
2026-04-14,일진홀딩스,015860,KS,7610.0,7660.0,0,1.16
2026-04-15,일진홀딩스,015860,KS,8500.0,7660.0,1,3.88
2026-04-16,일진홀딩스,015860,KS,8270.0,8500.0,0,1.25
2026-04-17,일진홀딩스,015860,KS,8210.0,8500.0,0,0.65
2026-04-20,일진홀딩스,015860,KS,8750.0,8500.0,1,3.0
2026-04-21,일진홀딩스,015860,KS,8610.0,8750.0,0,0.95
2026-04-22,일진홀딩스,015860,KS,8660.0,8750.0,0,0.62
2026-04-23,일진홀딩스,015860,KS,9150.0,8750.0,1,2.09
2026-04-24,일진홀딩스,015860,KS,9580.0,9150.0,1,1.88
2026-04-27,일진홀딩스,015860,KS,10200.0,9580.0,1,2.84
2026-04-28,일진홀딩스,015860,KS,9820.0,10200.0,0,2.83
2026-04-29,일진홀딩스,015860,KS,10350.0,10200.0,1,1.96
2026-04-30,일진홀딩스,015860,KS,10320.0,10350.0,0,1.28
2026-05-04,일진홀딩스,015860,KS,13410.0,10350.0,1,7.99
2026-05-06,일진홀딩스,015860,KS,13620.0,13410.0,1,4.58
2026-03-24,현대그린푸드,453340,KS,15820.0,16540.0,0,0.45
2026-03-25,현대그린푸드,453340,KS,15940.0,16440.0,0,0.31
2026-03-26,현대그린푸드,453340,KS,15920.0,16440.0,0,0.24
2026-03-27,현대그린푸드,453340,KS,16080.0,16270.0,0,0.5
2026-03-30,현대그린푸드,453340,KS,15910.0,16080.0,0,0.39
2026-03-31,현대그린푸드,453340,KS,15820.0,16080.0,0,0.81
2026-04-01,현대그린푸드,453340,KS,16120.0,16080.0,1,0.81
2026-04-02,현대그린푸드,453340,KS,15690.0,16120.0,0,1.21
2026-04-03,현대그린푸드,453340,KS,15450.0,16120.0,0,1.66
2026-04-06,현대그린푸드,453340,KS,15390.0,16120.0,0,0.86
2026-04-07,현대그린푸드,453340,KS,15520.0,16120.0,0,0.7
2026-04-08,현대그린푸드,453340,KS,15750.0,16120.0,0,0.76
2026-04-09,현대그린푸드,453340,KS,15770.0,16120.0,0,0.35
2026-04-10,현대그린푸드,453340,KS,16000.0,16120.0,0,1.36
2026-04-13,현대그린푸드,453340,KS,16010.0,16120.0,0,0.58
2026-04-14,현대그린푸드,453340,KS,16030.0,16120.0,0,0.65
2026-04-15,현대그린푸드,453340,KS,16000.0,16120.0,0,1.02
2026-04-16,현대그린푸드,453340,KS,16160.0,16120.0,1,1.38
2026-04-17,현대그린푸드,453340,KS,16300.0,16160.0,1,0.93
2026-04-20,현대그린푸드,453340,KS,16290.0,16300.0,0,0.67
2026-04-21,현대그린푸드,453340,KS,16300.0,16300.0,1,1.01
2026-04-22,현대그린푸드,453340,KS,16210.0,16300.0,0,0.6
2026-04-23,현대그린푸드,453340,KS,16280.0,16300.0,0,0.84
2026-04-24,현대그린푸드,453340,KS,16380.0,16300.0,1,0.93
2026-04-27,현대그린푸드,453340,KS,16270.0,16380.0,0,0.95
2026-04-28,현대그린푸드,453340,KS,16240.0,16380.0,0,0.39
2026-04-29,현대그린푸드,453340,KS,16200.0,16380.0,0,0.89
2026-04-30,현대그린푸드,453340,KS,16540.0,16380.0,1,1.6
2026-05-04,현대그린푸드,453340,KS,16350.0,16540.0,0,0.95
2026-05-06,현대그린푸드,453340,KS,16900.0,16540.0,1,9.94
2026-03-24,한국금융지주,071050,KS,211000.0,279000.0,0,0.95
2026-03-25,한국금융지주,071050,KS,220500.0,270000.0,0,0.7
2026-03-26,한국금융지주,071050,KS,216000.0,270000.0,0,0.54
2026-03-27,한국금융지주,071050,KS,220000.0,267000.0,0,0.62
2026-03-30,한국금융지주,071050,KS,210000.0,258500.0,0,0.91
2026-03-31,한국금융지주,071050,KS,202500.0,241000.0,0,1.05
2026-04-01,한국금융지주,071050,KS,224000.0,241000.0,0,0.86
2026-04-02,한국금융지주,071050,KS,213500.0,241000.0,0,0.92
2026-04-03,한국금융지주,071050,KS,212000.0,241000.0,0,0.64
2026-04-06,한국금융지주,071050,KS,215000.0,241000.0,0,0.6
2026-04-07,한국금융지주,071050,KS,213000.0,241000.0,0,0.66
2026-04-08,한국금융지주,071050,KS,239000.0,241000.0,0,1.28
2026-04-09,한국금융지주,071050,KS,232000.0,241000.0,0,1.1
2026-04-10,한국금융지주,071050,KS,241500.0,241000.0,1,0.72
2026-04-13,한국금융지주,071050,KS,246000.0,241500.0,1,1.26
2026-04-14,한국금융지주,071050,KS,257500.0,246000.0,1,1.28
2026-04-15,한국금융지주,071050,KS,255000.0,257500.0,0,1.27
2026-04-16,한국금융지주,071050,KS,257000.0,257500.0,0,0.74
2026-04-17,한국금융지주,071050,KS,257000.0,257500.0,0,0.62
2026-04-20,한국금융지주,071050,KS,261000.0,257500.0,1,0.78
2026-04-21,한국금융지주,071050,KS,262000.0,261000.0,1,0.78
2026-04-22,한국금융지주,071050,KS,258000.0,262000.0,0,1.22
2026-04-23,한국금융지주,071050,KS,259000.0,262000.0,0,1.11
2026-04-24,한국금융지주,071050,KS,259000.0,262000.0,0,0.77
2026-04-27,한국금융지주,071050,KS,260500.0,262000.0,0,1.06
2026-04-28,한국금융지주,071050,KS,258500.0,262000.0,0,0.88
2026-04-29,한국금융지주,071050,KS,249000.0,262000.0,0,1.06
2026-04-30,한국금융지주,071050,KS,240000.0,262000.0,0,1.19
2026-05-04,한국금융지주,071050,KS,262000.0,262000.0,1,1.66
2026-05-06,한국금융지주,071050,KS,291500.0,262000.0,1,2.63
2026-03-24,F&F,383220,KS,61600.0,72800.0,0,0.84
2026-03-25,F&F,383220,KS,62800.0,72300.0,0,0.68
